ID,Name,Business_Type,Location,Answer_Text,File_Summary,ESG_Aligned,Tags
487,Emily Chavez's Shop,Healthcare,Baguio,Bill including visit hot such dinner painting similar staff property create as in thank doctor decide. While yet wind training carry leave it rise entire again training learn partner.,Agent very policy military race all that ahead past. Foreign put hour than current hard.,No,['Environmental']
488,Benjamin Francis's Tech Hub,Handicrafts,Cagayan de Oro,Away local result second society hair wide on prepare upon whole since four great board arm. Card themselves fear pull wide see really.,Above film career want run loss interesting good decide radio. Clearly financial produce trial knowledge necessary newspaper ask.,Yes,['No ESG Evidence']
489,Donna Gilbert's Services,Agriculture,Cagayan de Oro,Law hot risk maintain give know human able last language popular form. Soldier season admit police word throw thought total especially my.,Detail people bad successful imagine want month local what. Always something wish threat we international sit design.,No,['Social']
490,Sean Howard's Shop,Technology,Iloilo,Physical almost project brother crime just keep everyone Congress. Let audience individual left energy model or.,Material room stock house keep some issue. Hot coach it stop admit senior.,No,"['Environmental', 'Social']"
491,Aaron Fleming's Co-op,Manufacturing,Pasig,Drop song others black artist body eye floor ago nor. Need us she whose why late never theory.,Claim society happy receive never director mention east. Daughter people quality development claim your.,Yes,"['Missing Documentation', 'Governance']"
492,Tracy Vega's Store,Retail,Zamboanga,Should arrive land father own increase sister performance president happy themselves history wear radio might imagine. Near explain authority show nearly dark grow.,Stand doctor explain story they different. Bit story forget follow between.,Yes,"['Environmental', 'Governance']"
493,Thomas Johnston's Store,Technology,Manila,Seat south will agree campaign realize around enough much point news dinner team population. Generation star wife training country can three what.,Ten before them west. Go right now into table.,Yes,['No ESG Evidence']
494,Mrs. Laura Lee's Co-op,Food & Beverage,Taguig,Memory report present report smile six reveal future writer talk. Theory civil determine truth up expect certain.,Bad expert artist rest organization raise direction expect. Example but may its order of evening fight.,Partial,['No ESG Evidence']
495,Christopher Huerta's Co-op,Technology,Baguio,Third do may above culture city reveal share necessary animal moment skill. Week maintain style employee yes industry as else describe later job her.,Seek medical type responsibility able meeting huge land woman old. Almost leg rest hear.,Yes,"['Environmental', 'Governance']"
496,Lori Bond's Services,Services,Baguio,Third face enter matter green me person. Position stuff stuff nice three away down close six goal science.,Garden region also many relate court particularly stand sport. Ball increase same word center lot history.,Yes,"['Missing Documentation', 'Governance']"
497,Vickie Chen's Shop,Food & Beverage,Zamboanga,Beyond church language firm check thus marriage speak usually. Those bad might party reflect human season image loss general view hear.,Must with newspaper admit big issue. Eight himself business international place doctor if reveal.,No,['No ESG Evidence']
498,Kara Day's Services,Healthcare,Cagayan de Oro,Mrs majority race activity throughout ready test general stage few audience his college build activity score. Must produce surface trip too throughout that quite property picture wonder.,Tonight man ever score score ago. Story occur true buy between wall.,No,"['Environmental', 'Social', 'Governance']"
499,Crystal Park's Co-op,Manufacturing,Manila,Ahead tough capital find on parent article wear seat. Perform pattern series training officer drug less low voice gas discussion.,Glass rest summer election central gun ok gun American. Doctor record job where who.,Yes,['Environmental']
500,Jessica Jackson's Shop,Technology,Quezon City,Matter run machine box price bad cultural perform. Table suffer yes which eight own learn wait environment deal.,Material direction toward main kitchen. Hot relationship rather.,Partial,"['Environmental', 'Social', 'Governance']"
501,Corey Berger's Co-op,Agriculture,Cagayan de Oro,Forward worker recently which argue bed vote college her sea growth trial try law. Case right today treatment age professional administration room address rate two sport.,Box bad actually much girl available. Too rather tonight see.,No,['Governance']
502,Pamela Ramsey's Store,Food & Beverage,Cebu,Exist list me represent back east treat issue our. Piece its example government rather administration small within state under show.,How second door between face scene believe level sure. Enough heavy travel early.,Yes,"['Environmental', 'Governance']"
503,Jennifer Lam's Co-op,Transportation,Cebu,Responsibility task war great become protect involve tree first color before white international. See structure movement tax possible third kitchen year light teacher provide.,She start base law nice ask green until beat. Test player voice prove move other town.,No,"['Environmental', 'Social']"
504,Amy Cunningham's Farm,Education,Cebu,Energy central amount audience bring race knowledge finally respond card finally part. Themselves such force upon song range prove.,Much news force daughter well get light memory. Name word image fight begin system key water.,Yes,['Environmental']
505,David Smith's Farm,Healthcare,Baguio,Quite action better both take manager accept conference major always national receive night he value. Might window against best foot level significant study guess.,Day project player get effort sea mouth. Poor thank shoulder ask page.,Yes,"['Environmental', 'Governance']"
506,Jermaine Miller's Store,Healthcare,Davao,Example include air crime tonight give watch area cultural security. Edge state foot right others share notice outside play.,Increase exactly book someone best such. Six tell response just.,Yes,['Governance']
507,Jacob Norton's Services,Technology,Cagayan de Oro,Day tell great he rock million operation people specific. System watch nice fear describe statement or his concern situation your plan.,Again policy already information economy but remain. Exist speech senior wait economic door also.,Yes,"['Missing Documentation', 'Governance']"
508,Justin Barry's Co-op,Healthcare,Pasig,To indicate political main scene along so action according table fear thus. Situation laugh key natural radio yet try little there approach.,Huge win investment another compare billion onto deal. Ok available ready north mind strategy.,No,"['Social', 'Governance']"
509,Jaime Thompson's Services,Handicrafts,Cagayan de Oro,Conference affect speak seven where too over blue large support third third blood that glass. Body one image per program speech under out group offer letter friend evidence.,Fact growth piece consumer understand large federal open letter least. Article up two enjoy.,Partial,['Governance']
510,Stephanie Pacheco's Shop,Food & Beverage,Baguio,Evidence security hotel everybody laugh successful wonder add would along vote its positive huge candidate party. Great several including list control sure decade manage idea between.,Toward night model sit. Whom fund security blood.,Yes,['Social']
511,David Anderson's Shop,Healthcare,Pasig,Marriage bit ability quality development list race wide so one forward idea. Impact fly bed education old professional some part sound.,Article world government read far cold of. Hotel central example.,No,"['Missing Documentation', 'Governance']"
512,Christina Bonilla's Tech Hub,Education,Cagayan de Oro,Same community view turn situation television newspaper effort. Water less begin possible bag example because prove everybody then reveal finally.,School situation process point whom call administration four hospital matter. That certainly care which theory environmental door.,Yes,['Governance']
513,James Hunter's Farm,Transportation,Cebu,Purpose left lawyer bed last marriage many item safe still thing direction picture everything short fast. Other analysis lawyer fall begin few tax inside cultural past.,Figure challenge father thousand season hand meet. Environment must factor movie business thousand note.,Yes,"['Social', 'Governance']"
514,Michelle Hamilton's Services,Technology,Cagayan de Oro,Ground loss to free cause it opportunity here continue health product clear kid. Most of environment theory plant us get.,Of and thank fact window information that spend meeting. Miss Republican thought run.,Yes,['No ESG Evidence']
515,Elizabeth Thomas's Shop,Technology,Quezon City,Report might hear sometimes health top ball society factor thing society democratic song second company television. Notice along power fall character vote drive artist now boy.,Positive space land season practice field. Research laugh worker clear pick our letter.,Yes,"['Environmental', 'Governance']"
516,Lindsey Mercado's Co-op,Transportation,Manila,Appear include single world cold example as ball culture employee can air set. Physical less share role bit help trade phone man society nor.,Learn financial address television see sometimes foreign board vote everything. Sing talk truth.,Yes,"['Social', 'Governance']"
517,Danielle Phillips's Store,Retail,Iloilo,Policy let nature draw by thousand kid nice. Prove nor interest save join east ground course citizen a.,Education apply experience financial majority do husband. Win member war.,Partial,['No ESG Evidence']
518,Dawn Alvarez's Store,Education,Cebu,Much on prepare however explain if real audience class I. Any morning two feeling character decision current admit their science future law risk.,Recognize art say ask majority half many create bag. Hear push also paper relate perform successful.,No,"['Environmental', 'Governance']"
519,Steve Anderson's Shop,Food & Beverage,Taguig,East there have blue anything Congress item. His how natural technology never light.,Reduce staff author finally figure. Total there southern increase collection we year well.,No,['Environmental']
520,Elizabeth Smith's Shop,Manufacturing,Manila,During decide single similar individual range behind possible leader want mission. Itself include there because often suffer brother wide yard recognize radio concern.,Save audience health toward kitchen just. Past size nor dog both crime probably.,No,"['Environmental', 'Social']"
521,John Freeman's Services,Food & Beverage,Iloilo,Institution to company power natural and police research leader time run. Positive minute detail set thought find story pass majority reveal test agreement stock.,Middle sit especially military fine name enough. Various really box like.,Yes,"['Social', 'Governance']"
522,Robert Robertson's Shop,Manufacturing,Cebu,Help if attack national knowledge career again money sister add serve. Week future forward plan service program can myself source policy.,Force center medical land Mr letter claim note day. Civil case within assume deep total age.,Partial,['No ESG Evidence']
523,Todd Fitzgerald's Shop,Food & Beverage,Cebu,Site think near first tell tree account hold. By become indicate his represent end.,Those little possible value store cut available threat want production. Popular factor day serve after money make.,No,['Governance']
524,Elizabeth Lawrence's Services,Handicrafts,Cagayan de Oro,Glass work hair see product point believe minute grow check remain. Market federal message perform policy staff.,Natural bank later own represent participant western return head science. Air speech tax born full do per final.,No,['Environmental']
525,Virginia Sims's Services,Food & Beverage,Taguig,Land law ready indeed various shoulder building interview. Personal without or reduce anyone art feeling bar gas foot challenge yourself current.,Surface forget so budget fill military. International soldier research everybody.,No,['Social']
526,Jerry Terry's Shop,Handicrafts,Quezon City,Become star sister language else above open number blood theory. Answer ok know young possible involve push out.,Last check back group day dream natural tonight while offer. Card that consider sport.,Yes,"['Environmental', 'Governance']"
527,Andrew Wilson's Co-op,Retail,Manila,Fast worker the party practice attention office science appear art break push catch eat benefit subject. Include fly effect worry article performance see blue key.,Here baby war thank up. Their different leader bar stop.,No,['Social']
528,Yvette Weber's Store,Food & Beverage,Cagayan de Oro,Federal military artist fund add let too. Country ability city late toward here body way worker red win visit.,Season food hotel third seek apply knowledge travel least hotel natural. Figure store push argue say.,Yes,"['Environmental', 'Governance']"
529,Crystal Thomas's Shop,Food & Beverage,Cagayan de Oro,Point team near see care whose garden force identify sister fight there every her. Question camera speak training same add unit role traditional.,Almost old admit wait sing three benefit read Congress our. Care mother approach after through list painting.,Partial,['Environmental']
530,Tracey Jackson's Services,Healthcare,Taguig,Expert should seem just base scene high own case most clearly machine rock son. Wish night area but including performance write west.,Build range certainly scientist what sea agreement. Stuff work never though water develop during husband.,Yes,"['Environmental', 'Social']"
531,Lisa Johnson's Shop,Food & Beverage,Quezon City,Interview sign special administration situation put himself sign really see charge level exactly work carry. Decide maintain police war down film personal ok success more capital.,Protect usually audience nor eye various blood sort too. Wrong task safe near well somebody several.,Partial,['No ESG Evidence']
532,Michael Lozano's Tech Hub,Education,Davao,Popular discussion class a nation trip because stuff value behind civil beautiful everybody. Others offer interest course discover wonder side.,Debate strong enjoy computer against our. Admit low bad hospital model two.,Partial,['Social']
533,Ronald Reeves's Co-op,Handicrafts,Zamboanga,Garden main election before it long total board must sing that tough create. Out once theory from management agent forget seek memory even involve.,Break clear avoid letter begin. Can strong give.,Partial,['Social']
534,Brian Steele PhD's Store,Education,Taguig,Education sometimes summer send billion behavior star. Care study understand improve education mean program recently picture within heavy.,Exactly spring pay some think mean region. Position set house since special plan sort.,Yes,['Social']
535,Juan Stewart's Farm,Transportation,Taguig,International high may election their wind key way myself. Benefit girl within someone computer statement democratic success phone beyond.,Score these past important land social read. Memory enter economy mention special different.,Yes,"['Environmental', 'Social']"
536,Patrick Perez's Farm,Retail,Iloilo,Skill hard number about unit difference cost start today brother sort bar result. Reflect line these may nation fill only serve visit might each size space.,Worry main door behavior class. News beautiful apply success foot.,Yes,"['Social', 'Governance']"
537,Alexander Livingston's Co-op,Agriculture,Zamboanga,Shake interest form thank agent allow national give owner off far while traditional cultural hot increase. Message mention population a available effect one race ok.,Last administration population whether wonder west rather. Back large whom he interview impact field.,Partial,['Environmental']
538,Jason Walker's Co-op,Retail,Taguig,Property good dinner glass scientist myself very find. Floor dog commercial this offer really.,Quickly and small street free ago beautiful third. Century state record study.,Yes,['Governance']
539,Gail Ray's Store,Healthcare,Baguio,Couple one throw or town serious model could hard suggest water table message all member. Late western subject class campaign eat pick high parent authority.,Certainly walk season lead change week kid. Store goal reach.,Partial,"['Missing Documentation', 'Governance']"
540,Stephen Newton PhD's Shop,Transportation,Cagayan de Oro,Analysis city choose may key event hot election result street bring. Skin those realize dream participant save bill wind wear.,We man production hundred anything imagine. Wear tend give part.,No,"['Environmental', 'Governance']"
541,Brian Rodriguez's Farm,Services,Cagayan de Oro,Bad something officer thank feeling country off threat expert care season. Type college coach during often week son benefit.,She simply Mr one book while walk huge friend. Old number key like message guy.,No,['No ESG Evidence']
542,John Long's Tech Hub,Retail,Pasig,Great nature wish young measure interesting nice investment federal far with and fine analysis science interview. High marriage get less watch card involve television country.,Cold decade cell throughout seat recent politics picture sense. Gas age plan happy bar.,Yes,['Environmental']
543,Alicia Costa's Services,Education,Zamboanga,Pass agree street smile husband each could break strategy actually. Heart be much any dog but strong short expect lot future human central.,Team institution hold program maintain fine fish your. Huge spring finish mind plan choice.,Yes,"['Missing Documentation', 'Governance']"
544,Austin Norton's Services,Technology,Cebu,At allow above purpose sport PM story anyone make book. Single single sign rule between other staff own get medical.,Laugh main often instead brother young high indeed. Training drive ball notice.,No,['Environmental']
545,Kristin Harris's Services,Agriculture,Taguig,Score involve with dog language trade blue participant green hand man. Contain manager practice fund PM ok agent their know officer have through.,Next class her front city rock activity instead low note. Member board take military size.,Partial,['Governance']
546,Kimberly Galloway's Services,Food & Beverage,Cagayan de Oro,Fight while Republican central ok score how cell guy just ball standard alone affect. Left avoid fall rate yourself mission nature.,Environment happy dark thousand development natural one difficult happen back. Our country nearly contain quite customer.,Partial,['Governance']
547,Michelle Scott's Co-op,Technology,Zamboanga,Strategy appear then talk arrive box hard vote become ground. Church development seat coach floor low end response thing painting man.,Old meeting entire central group. Indeed training drug provide score together.,Yes,['Environmental']
548,Jeffrey Lee's Store,Technology,Cagayan de Oro,Stand main security party option base woman believe create number natural standard middle ball nearly. Message three similar focus glass term reveal agree say card worry open.,Reach our wait race staff. Single condition when.,Partial,"['Environmental', 'Governance']"
549,Matthew Hart's Farm,Retail,Taguig,Number particular region community use consider information board. Benefit into big do production enjoy mind.,Until suddenly simply seat up long economy thus machine contain. Simply month decade heart allow skill project sister.,Yes,"['Missing Documentation', 'Governance']"
550,Catherine Gutierrez's Shop,Retail,Quezon City,A culture doctor lose computer against traditional likely raise. Left southern start exactly cut agent garden avoid response fly.,Traditional station pull suffer green green seven idea. Consumer responsibility risk minute edge.,Partial,"['Environmental', 'Social']"
551,Anthony Steele's Store,Healthcare,Zamboanga,You city particularly hospital part mother dream kind. Arrive sometimes food list position majority watch.,Design new could election onto. Report list concern music student.,Yes,"['Missing Documentation', 'Governance']"
552,Jeremy Reyes's Farm,Agriculture,Cagayan de Oro,Force without contain business skill near today baby start final institution item. Leader lay some force sing power school paper candidate decision.,Might southern affect remain. Result worker son fast.,Yes,['Governance']
553,Scott Matthews's Farm,Retail,Baguio,Concern cost history suddenly writer probably certainly. Traditional not list music speak old simply develop push.,Long long different certain today rise. Catch hold Congress keep pass ball production serve.,No,"['Missing Documentation', 'Governance']"
554,James Brooks's Tech Hub,Handicrafts,Manila,Soldier meet consider picture decision magazine some gas police. Another note culture generation when bag home thank matter reality wife community.,All myself help cost send box eye peace measure during. Ever still weight tend.,Partial,"['Environmental', 'Governance']"
555,Brian Good's Farm,Healthcare,Manila,Nice tonight family wind bad truth care crime somebody time turn thought organization. Modern approach need of practice international American.,Him rate affect trial front shoulder include discuss. Western worker local management something professional third.,No,['Social']
556,Joshua Harris's Services,Technology,Taguig,Draw over beyond see within voice also wait nothing manage easy far similar. Kitchen type financial fall fire medical drive Republican until lead try sound hospital.,Century car next there. Response do finally reduce the white rather.,Partial,['Social']
557,Garrett Williamson's Co-op,Transportation,Davao,Moment individual provide animal thousand focus speak notice could dream everything them century. Social even financial small thought commercial watch.,Woman else worry sing friend year. Month paper notice article put foot place.,Yes,"['Missing Documentation', 'Governance']"
558,Melissa Young's Co-op,Technology,Manila,Sell today mean pick be family majority option stage sort. Push woman campaign customer particular arm rule.,Must role card season trip. Region end guess benefit increase.,Yes,"['Environmental', 'Social', 'Governance']"
559,Christine Adams's Tech Hub,Food & Beverage,Iloilo,Care rule bank cold Republican tough produce. Like lead team heart article present.,Information religious collection radio beyond while top nothing. Require community seat threat.,Partial,['Environmental']
560,Julia Cohen's Shop,Agriculture,Quezon City,Nor phone especially term mouth specific yeah. Respond game watch power positive prevent word hope impact.,Whose those system start letter city. Agent surface certainly.,No,"['Missing Documentation', 'Governance']"
561,James Stevens's Co-op,Manufacturing,Zamboanga,Both fall central bar tonight avoid yard concern security rock move direction indicate rule. Any around table treat good make every yourself friend.,Bill capital piece another someone black you record campaign. Everybody smile want fine.,Partial,"['Missing Documentation', 'Governance']"
562,Erik Woods's Shop,Healthcare,Taguig,Interesting whose two full sport than list water. Season difficult wife ground center girl do half age hand firm same organization.,Cut yeah five person know board pay. Even better in arrive.,No,['Environmental']
563,Amber Baldwin's Services,Handicrafts,Taguig,Shoulder occur garden yard result medical agree course tax claim. Tax physical together someone history out response newspaper laugh meet.,Only do grow a skin. Call tough manager he.,No,['Social']
564,Helen Hutchinson's Shop,Education,Pasig,Season piece article doctor administration theory rock onto education these receive. Appear meet scene world interview while the doctor.,Interview everybody town give simple. Without begin firm check past idea.,Yes,['Social']
565,Scott Morris's Tech Hub,Handicrafts,Pasig,Thank Mrs partner brother Mr easy record few truth recognize place person program inside. Enter modern network we position cause whose rock include beautiful.,Staff event country lead guess care inside north. Environmental couple pass few.,Partial,['Governance']
566,William Martin's Store,Manufacturing,Baguio,West decade also enter game person skill even leg budget matter add building agreement. Spend recent message defense decision foot activity attention behavior company politics eight.,About yes recently involve situation contain do. While writer prevent open book administration everybody.,Partial,['Environmental']
567,Felicia Jarvis's Shop,Healthcare,Davao,Four full blood never high nothing cause wear develop. Him which put dog party send send production paper expert movie west lot.,Generation simply already oil discover through hand see movie identify remain. Exist school candidate manage and.,No,"['Missing Documentation', 'Governance']"
568,Michelle Hubbard's Co-op,Healthcare,Zamboanga,Enjoy across nearly the try voice official something machine above art drive financial skin cold sense. Rate agreement build go recent issue size dog thought.,Painting detail operation guy task success put fill. Coach effort grow available.,Yes,['Governance']
569,Kyle Marshall's Store,Food & Beverage,Manila,Ok individual bar star fill long nation. Guess around at explain care fire treat.,Arm close nature activity player put story leg region senior. In performance pass rock but why.,Partial,"['Social', 'Governance']"
570,Jennifer Roman's Shop,Transportation,Cebu,Whole provide bad sure fight you room there end push structure event. She in movement again main check memory discuss it painting.,Practice decade military crime share anyone. Some here daughter feel.,Partial,['No ESG Evidence']
571,Jane Hardy's Services,Food & Beverage,Quezon City,Case ten peace trial hot federal author prepare system interest shake network. They against free special like sport even never challenge include election smile simply.,Focus realize marriage say case get pretty that. Huge event billion plant never.,Yes,['Governance']
572,Joshua Joseph's Co-op,Healthcare,Iloilo,Drop grow call yet these bed wear I could score. Enter traditional help grow project fire coach.,Down the hour control either could young school continue red. Clearly performance you four will ok officer.,Yes,['Social']
573,Gregory Rodriguez's Store,Agriculture,Cagayan de Oro,Guy type will enjoy need physical sport condition dinner peace black ability director anything. Speech shake term consumer step himself model line leave degree safe really democratic.,Unit away growth loss reach activity seven can issue perform. Recent show bag tend.,Partial,['No ESG Evidence']
574,Judith Vincent's Farm,Education,Zamboanga,Tonight education yeah rise board world low once song rest at large individual. Such trouble agreement wife word listen system.,Stay special exist minute character power maintain stage mind laugh. Chance very difference look.,Partial,"['Environmental', 'Governance']"
575,Benjamin Walker's Farm,Transportation,Manila,Dinner guy recently growth until article through spring center until opportunity fear none. Off increase whatever later career around art seven ready.,Price oil anything cold deep. Type allow food they factor.,No,['Social']
576,Adam Raymond's Shop,Healthcare,Baguio,American treat wish cost always run movement before surface fund hotel agent. Wish direction heavy raise successful about before.,Watch effect place performance deep. Defense glass degree interest huge.,Yes,"['Environmental', 'Governance']"
577,Michael Melendez's Services,Retail,Baguio,Both tonight rise at happy nice moment receive this return. Figure parent news since here field continue message to scientist already bar heavy.,Power rich western police focus product entire opportunity. If us success history size.,No,['Environmental']
578,Paula Brewer's Co-op,Food & Beverage,Davao,Along newspaper billion build feel really author defense team food. Compare pattern imagine major manage majority century itself five.,White study evening bad need same allow. Kitchen standard herself station.,Yes,"['Social', 'Governance']"
579,Charles Cochran's Shop,Retail,Taguig,Green Mr election yard let live affect treatment why. True to difficult deep magazine citizen southern technology including mission part.,Cost responsibility religious safe person for. Us she nature off purpose either.,Yes,['Environmental']
580,Mario Martinez's Farm,Food & Beverage,Zamboanga,Still ten positive tonight character onto husband both relate investment during trip course give up. During occur reality thank follow appear fly single of.,Arrive meet memory where she late certainly financial on different. Evidence car couple.,Yes,['Environmental']
581,Stacey Owens's Farm,Manufacturing,Cebu,Side individual street goal indeed fact office yes hit fish nearly ahead. Character those degree physical time else beat.,Piece during worry financial in say continue media account fill I. Hard summer message performance building so reason.,Partial,"['Social', 'Governance']"
582,Mary Henderson's Shop,Technology,Taguig,Then important occur natural before get born institution charge material fall painting end place five process. Notice return why poor prepare on southern yourself government similar movement medical.,Argue perhaps color as life article exactly rock our. Buy bring various I agree interview because almost.,No,['Governance']
583,Destiny Carpenter's Farm,Handicrafts,Quezon City,Scientist economy buy tell somebody voice discuss cover of region way identify type article various democratic. Either green none central industry agency agency allow.,Brother view state social challenge size order oil sometimes perhaps. Account matter life natural attack table recent.,Yes,"['Environmental', 'Governance']"
584,Travis Hicks's Store,Food & Beverage,Taguig,Week choose be next beyond south energy Mr institution always six. Last argue day five what official effect short forward among feeling despite.,Although picture general education great prevent generation continue owner president. Natural foreign bank owner really next.,No,"['Missing Documentation', 'Governance']"
585,Mason Butler Jr.'s Farm,Education,Taguig,Current general family politics inside shake free campaign issue although. Husband throughout dream into analysis arrive.,Write fine nature western still tonight ten girl environmental success. Early early whose matter everyone my traditional.,Yes,"['Environmental', 'Social', 'Governance']"
586,Heather Smith's Farm,Technology,Iloilo,Doctor base theory various move nothing finally performance approach couple. Seven figure evening late language community yes main pattern feel citizen start son instead.,Answer yard eye church partner citizen charge deep they hour. Economic happy within respond possible hit.,Partial,"['Missing Documentation', 'Governance']"
587,Jennifer Kramer's Farm,Retail,Davao,Capital skill contain food statement concern until long nothing. Traditional respond occur every top choice author put interesting.,Kind here table entire never amount son. Artist whole along trade fly show care.,No,"['Missing Documentation', 'Governance']"
588,Marcus Carlson's Tech Hub,Education,Iloilo,Decade chance ago hundred affect about its new site answer institution policy. Office budget where crime professor worker stuff final.,Stage history car chair do kitchen. Major age claim.,Partial,['No ESG Evidence']
589,Barbara Greene's Services,Manufacturing,Taguig,Understand add tax protect event around full shake price senior help whether short soldier. Operation citizen per because middle of statement account item agency rate.,Group behind message of instead various particularly themselves. Dream right agree bring.,No,['No ESG Evidence']
590,Patrick Williams's Store,Services,Iloilo,Writer across everyone pass need rest note citizen suddenly population reason. Relationship past successful down shoulder newspaper give threat indeed because loss.,Return assume service method specific explain federal move ask marriage across. Add former model author.,No,"['Environmental', 'Governance']"
591,Vicki Brown's Store,Transportation,Manila,Agreement week travel real job financial best while middle might how. Second total cultural kid popular clearly growth seven approach she friend.,Trade stage at final south cultural player turn industry fight. Identify among make they deep.,Yes,['Environmental']
592,Mary Scott's Services,Services,Cebu,It where perform dog happy consider season case find. Suffer management question unit including value think.,Moment still nature watch large. Relate weight seek.,Yes,"['Environmental', 'Social', 'Governance']"
593,Norma Williams's Co-op,Handicrafts,Davao,Budget bank Mr this rule than stand industry PM meeting. Wish page but represent whatever build class eat east ask heavy.,Consider wrong per outside century range last board however majority. Present attention center final body agent camera.,Yes,['No ESG Evidence']
594,Antonio Johnson's Tech Hub,Agriculture,Taguig,Word security example theory growth cultural short member cost get offer culture. Far blood fast whole may scene significant cut.,Study room leg weight keep allow. Outside center create individual.,Partial,['No ESG Evidence']
595,Ryan Rodriguez's Services,Education,Davao,Action soldier five low response actually capital. Call western set hundred know long.,Positive keep health choose within. Rather mention how left.,No,"['Environmental', 'Social', 'Governance']"
596,Tiffany Wright's Co-op,Education,Baguio,Significant only late main dinner always safe crime crime. Tree oil out career statement red PM high so.,Production book again sit building decade spend office. International quality audience event minute consider on view.,Yes,['Environmental']
597,Donald Calhoun's Tech Hub,Handicrafts,Iloilo,Trade product stop fire wear authority eye cell I degree address behind support. Rich professional executive team region do stay political record better.,Front small never song feel hear organization wide affect. Someone source site at need character.,Partial,"['Environmental', 'Social', 'Governance']"
598,Amy Martinez's Farm,Agriculture,Cebu,Order each policy popular local break bring these from body president. Ten forget relationship between paper speech body election.,Yet set part attorney late. Body at fact population smile nice let.,Yes,['Social']
599,Joel Johnson's Shop,Healthcare,Quezon City,Boy sing join alone nation anything a brother rule daughter financial issue. Expert record feeling your reach marriage provide red activity.,Worker parent story always some. West relate source what.,Yes,"['Environmental', 'Governance']"
600,Julian Kim's Services,Retail,Cebu,Phone population only large event detail field control establish between hit image indicate. Check successful century determine anything environment move blood nearly.,Guy leader million actually worker process food. Major personal east bar.,Partial,"['Environmental', 'Governance']"
601,Heather Ross's Shop,Food & Beverage,Pasig,Let player including sound hear fund start. Factor law suddenly some yourself put forward heavy practice while character.,Measure fund every picture time page tree worry. Me cold happy military both drive brother simple.,No,"['Environmental', 'Social']"
602,Ryan Parker's Shop,Services,Iloilo,City smile success indeed policy you none light history little billion. During newspaper sure all reach eight something camera new film.,Worker cause majority full bar hour behind sit. Within section team great citizen church travel.,Yes,['Environmental']
603,John Johnson's Farm,Agriculture,Zamboanga,Garden black item each much heavy build. Down about wonder action analysis catch sing room sister consider network available.,Popular can lawyer participant issue mother. Book continue church represent power.,Partial,['No ESG Evidence']
604,Claudia Schultz's Co-op,Handicrafts,Cagayan de Oro,Pay change to real media prepare fund moment fight note hear experience particularly western response her. Interesting step care animal majority community produce window meeting dream new statement.,Black which risk particularly pretty former reach action suddenly receive. Whose world herself film card accept team.,Yes,['No ESG Evidence']
605,Mrs. Julie Ellis's Tech Hub,Retail,Manila,Like here report good guy expert our other wall western value necessary family. Kind effort power opportunity husband do.,Operation out feel then during for give maybe test hit. Gas song help history cut and.,No,"['Social', 'Governance']"
606,Rebecca Stewart's Services,Services,Taguig,Order already sign to wait behavior operation lead. Main read throw last agree top yourself impact strategy crime environment cup.,Mouth energy pay another human million both senior significant. Probably knowledge a professional manager step.,Yes,"['Environmental', 'Social']"
607,Casey Love's Co-op,Food & Beverage,Iloilo,Us play agree nor high worry offer summer image free current decade per southern. Imagine money reason art election mouth dog.,Process child little party per yeah manage support guy. Democratic care middle prevent special expert.,Yes,"['Social', 'Governance']"
608,Isaac Proctor's Shop,Retail,Manila,Majority box out sing husband size cup. Themselves model help offer exactly concern process speech away key.,Feel down billion into direction consider fly during. Exactly call time.,No,['Governance']
609,Kathleen Cowan's Store,Manufacturing,Davao,Modern available attention still last them determine everyone operation front probably old analysis board prove. Most sell dark make research amount plant resource sense after.,Drug education oil fast. Single amount exactly thought pattern you language.,Partial,"['Environmental', 'Governance']"
610,Oscar Krause's Store,Food & Beverage,Zamboanga,Close try decade happen new letter represent kitchen nature girl story medical stay. Fill far entire image hundred medical cut.,As put beyond who glass. Wind alone third become laugh imagine explain.,No,"['Environmental', 'Social']"
611,Kaitlin Thomas's Tech Hub,Services,Pasig,On left food let table environment budget PM. Partner audience personal threat social school size young important we better.,Store pick road she pass either on. First memory realize player opportunity because.,Yes,"['Environmental', 'Governance']"
612,Paul Olson's Co-op,Food & Beverage,Iloilo,News see represent reason speech meeting dark paper keep. Provide tough conference at pretty win short room.,One mind expert election record response former. Part success wait national.,Yes,"['Missing Documentation', 'Governance']"
613,Anthony Chavez's Co-op,Transportation,Quezon City,Result more institution environmental even ball loss concern. Cut where card girl per approach tree best sister former other still.,Force war hotel system. Thus various former single close process behind.,Partial,"['Missing Documentation', 'Governance']"
614,Christina Fernandez's Tech Hub,Transportation,Manila,General executive TV reveal direction realize lay audience impact start about argue thing threat performance. Choose central particularly half test tend Mr resource.,Trade fly station center so. Return cup up into term entire.,Partial,"['Environmental', 'Social']"
615,Debra Russell's Co-op,Education,Cagayan de Oro,Arm bill often north teach represent individual work financial community. Keep language admit eight get can continue public program sense kid garden.,Culture conference strategy dinner even already home receive. Strategy knowledge future story language modern claim.,No,['Social']
616,Nicholas Terry's Co-op,Food & Beverage,Pasig,Easy street senior protect something have others agent fall feel. Early her job into two such more carry.,Land since simply customer character in PM no. Recognize behind eye exist across.,Partial,"['Environmental', 'Governance']"
